0,3,4,0,1,71,61,63
1,2,4,0,0,66,70,83
0,2,0,0,1,81,65,60
1,4,4,0,1,85,90,88
1,4,4,0,1,76,77,77
1,3,0,1,1,50,66,66
0,2,5,0,1,76,81,74
0,2,0,0,1,65,64,61
1,3,5,0,1,59,69,64
0,2,5,0,1,84,77,80
0,4,3,0,1,85,77,78
1,3,1,0,1,61,56,60
1,0,3,0,0,73,79,81
0,3,2,0,1,82,77,72
1,4,1,0,1,75,70,71
0,2,3,0,1,91,83,82
1,2,4,0,1,67,78,80
0,3,5,0,0,62,69,67
0,1,4,0,1,61,56,52
1,2,5,0,1,66,77,80
0,0,4,0,1,59,57,51
0,4,0,0,1,88,76,81
1,1,1,1,1,67,73,74
1,1,1,0,0,91,99,100
0,2,1,1,0,87,82,79
0,1,0,0,0,83,79,80
1,3,1,0,1,70,79,76
0,4,1,0,1,83,83,78
0,2,1,0,1,49,53,47
0,3,5,0,0,65,60,57
0,1,1,1,0,50,56,55
0,0,0,0,1,62,58,57
0,4,3,0,1,56,50,50
1,2,1,0,1,44,49,53
1,4,2,1,1,63,72,60
0,3,5,0,0,72,69,74
1,3,3,1,0,64,77,77
1,1,0,0,0,61,75,82
0,3,0,1,1,82,72,69
1,0,2,0,0,57,68,74
0,4,4,0,1,43,45,38
0,3,2,0,1,69,56,59
1,3,4,0,1,62,71,74
1,1,2,0,1,60,73,68
0,4,5,0,1,81,70,70
1,2,1,1,0,68,84,87
0,2,1,0,1,65,63,57
1,1,5,0,1,59,72,67
1,1,1,0,1,81,89,86
0,0,4,1,1,84,85,87
1,0,5,0,0,56,68,70
0,1,4,1,0,71,75,73
1,3,4,1,1,93,98,94
1,2,5,0,1,77,81,85
0,2,0,0,1,50,40,44
1,3,0,0,1,75,75,78
1,2,3,0,1,64,82,80
0,2,3,0,1,77,65,69
1,0,2,0,0,64,81,87
0,1,2,0,1,71,63,55
0,3,2,1,0,58,57,53
1,3,5,1,1,47,66,66
0,3,1,0,1,57,63,54
0,2,0,0,0,82,89,86
1,1,4,0,1,53,61,59
1,2,1,1,0,89,98,99
1,4,0,0,0,89,94,94
1,0,0,1,0,75,97,92
0,3,0,1,1,62,61,57
1,1,5,0,1,63,76,67
0,4,5,0,1,100,91,85
1,1,1,0,1,62,81,77
1,1,1,0,1,75,95,94
0,2,0,0,1,51,56,53
0,4,4,1,1,74,67,67
0,2,5,1,1,66,66,58
0,2,2,0,0,52,59,59
0,4,4,1,1,69,56,56
1,4,2,1,0,46,57,57
1,4,0,0,1,74,77,73
0,1,4,0,1,100,90,88
0,0,2,0,1,83,77,77
0,3,1,1,0,82,78,90
1,3,5,0,1,58,66,70
0,0,2,1,0,59,55,58
1,3,5,0,1,77,90,82
1,4,5,0,1,61,61,57
0,2,4,0,1,85,81,80
1,4,5,1,0,59,68,68
1,2,4,1,0,71,92,93
1,4,2,0,1,52,71,70
1,3,0,0,1,62,62,68
0,1,1,0,1,47,48,49
0,3,0,0,0,96,92,88
1,4,2,0,1,48,60,57
0,2,5,1,1,20,25,15
1,2,2,0,1,70,75,76
0,1,5,1,0,59,62,58
1,4,1,1,1,80,80,83
1,1,0,0,1,83,88,90
0,2,3,0,1,75,71,76
0,3,0,1,0,73,68,72
1,2,1,0,1,78,78,82
0,1,3,0,0,94,82,93
1,1,2,1,0,46,63,66
0,3,0,1,0,77,77,77
0,1,2,0,1,63,56,47
0,1,3,0,0,64,70,72
1,3,2,1,1,60,69,70
1,3,0,0,1,74,79,73
1,1,5,1,1,67,77,81
0,2,5,0,0,78,81,80
0,2,5,0,0,88,75,72
1,2,1,1,0,52,64,66
0,2,5,0,1,88,66,73
0,0,5,0,0,78,88,85
1,2,5,0,1,55,62,61
1,2,0,0,1,71,69,73
0,2,5,1,1,75,79,68
0,1,3,0,0,62,60,55
1,1,3,0,0,66,73,72
0,3,3,0,1,39,45,36
0,1,0,0,1,85,80,73
1,1,5,1,1,46,57,53
0,2,4,1,0,57,64,66
1,1,1,0,0,65,78,81
0,2,0,0,1,86,82,72
0,2,2,0,1,59,50,41
1,3,2,1,0,49,69,68
0,1,0,1,1,51,50,44
1,0,1,0,1,53,57,60
1,2,0,0,1,82,84,83
1,2,5,1,1,51,68,66
1,3,2,0,1,74,79,79
1,3,4,1,1,73,72,75
1,3,5,1,1,42,61,63
1,2,0,1,0,41,59,56
1,2,0,0,1,84,88,84
1,3,0,1,0,64,66,62
1,4,5,1,1,74,88,75
0,2,1,0,1,91,84,77
0,3,1,0,1,67,72,65
1,1,5,0,1,54,56,59
1,3,4,0,1,44,39,37
1,2,4,0,0,65,84,86
0,0,1,0,1,37,40,36
1,0,1,1,1,58,75,78
1,2,3,1,1,69,78,78
0,2,2,0,1,64,56,51
1,2,5,0,1,70,63,63
1,1,5,1,1,55,68,66
1,1,0,0,0,45,63,67
0,4,0,0,0,80,70,71
0,0,0,0,1,77,73,69
0,1,3,1,1,57,54,44
1,2,3,0,1,67,72,72
1,0,4,0,1,68,70,72
0,2,5,0,1,49,53,43
1,3,1,0,1,42,48,42
1,4,1,0,1,96,93,100
1,2,3,1,1,55,56,54
0,3,4,0,1,70,65,56
0,2,3,1,1,51,53,51
1,1,0,1,0,27,49,50
0,3,5,0,1,60,54,47
1,1,2,0,1,44,56,47
1,2,5,0,0,63,73,74
1,2,1,0,1,72,77,75
1,3,2,0,1,82,77,80
1,1,3,0,0,82,85,99
1,0,2,0,1,70,82,83
0,4,5,1,0,76,61,61
1,2,3,1,0,62,68,74
1,1,5,1,1,58,62,54
1,0,5,0,1,61,73,70
0,1,3,0,0,88,82,82
1,2,0,0,1,61,64,54
0,3,5,0,0,88,77,78
0,4,2,1,1,57,45,46
1,3,5,0,0,92,95,93
0,2,4,0,1,80,79,73
0,0,2,0,1,62,54,52
1,3,0,0,1,71,74,80
1,3,5,1,1,54,58,63
0,0,0,1,1,43,43,40
1,2,0,0,1,51,57,60
0,2,2,0,1,57,46,44
0,2,2,0,0,62,71,62
1,1,2,0,1,48,59,55
0,2,1,1,0,61,69,62
1,3,2,0,0,94,91,98
0,1,0,1,1,44,45,41
1,2,1,0,1,56,71,70
0,3,1,1,1,68,69,55
0,3,0,1,1,61,53,48
1,2,5,0,0,49,68,67
1,3,0,0,1,71,71,76
1,4,2,0,1,78,86,80
0,3,1,0,1,74,70,63
0,2,5,0,1,66,63,63
0,2,2,1,1,61,56,53
0,3,0,1,1,59,45,44
1,1,5,1,1,49,65,62
1,1,1,1,1,61,68,67
1,2,3,1,0,54,57,63
1,1,5,1,0,45,61,63
1,3,3,1,0,81,96,99
1,1,1,0,1,71,87,87
0,1,1,0,1,67,60,61
1,3,0,0,1,56,53,58
1,1,5,1,0,60,66,64
0,3,1,0,1,95,86,83
0,1,0,0,1,60,59,53
0,1,0,0,1,60,55,52
0,1,3,0,1,82,68,69
0,1,0,1,1,78,68,70
1,2,1,0,1,57,67,64
0,0,0,0,1,72,77,67
1,1,2,0,1,37,51,43
0,2,0,0,1,72,76,64
0,1,0,1,1,52,57,49
0,0,5,0,0,80,72,72
0,3,1,0,1,89,78,76
1,2,0,0,0,84,88,87
1,1,2,0,1,67,73,76
1,1,4,0,0,59,75,79
0,2,0,0,0,95,85,80
1,1,4,0,1,71,68,68
1,2,5,0,1,72,76,74
0,4,5,0,0,83,80,82
0,4,2,0,1,94,86,82
0,1,0,1,0,58,57,58
0,2,3,0,0,75,62,65
1,1,2,1,1,65,83,77
1,2,3,1,0,68,78,83
1,2,2,1,1,34,44,43
0,4,0,0,1,97,96,89
1,3,5,0,1,44,47,55
0,3,2,0,0,60,57,60
1,2,5,1,0,66,81,75
0,4,5,0,1,96,94,93
1,1,5,1,1,39,60,52
0,2,0,1,1,56,57,62
0,2,5,0,1,31,27,19
1,2,3,0,0,74,79,84
0,3,3,0,0,100,100,100
1,0,5,0,0,68,75,73
1,2,1,1,0,79,89,96
0,4,3,1,1,62,69,60
1,0,1,0,1,72,85,81
1,2,0,0,1,66,78,75
0,2,5,0,0,64,66,69
1,2,2,0,1,62,64,64
1,4,3,1,0,68,82,86
0,2,0,1,0,70,75,74
1,4,3,1,1,63,61,64
1,3,5,0,0,91,100,100
1,3,0,0,1,58,62,63
0,4,0,0,1,75,66,59
1,2,1,1,1,44,55,61
1,2,0,1,1,68,64,64
0,2,3,1,1,65,61,57
1,3,0,1,0,66,71,87
0,2,3,1,1,73,69,70
1,1,1,1,1,67,76,76
1,2,1,1,1,66,73,69
0,4,0,0,1,81,78,68
0,4,2,0,1,77,62,57
1,3,0,1,1,43,48,53
1,2,3,0,1,58,70,72
0,2,0,1,1,65,77,70
0,2,5,0,1,92,89,83
0,3,2,0,0,56,48,54
1,3,4,0,1,65,73,77
0,3,1,0,1,72,67,59
0,3,2,0,0,100,84,87
1,2,5,0,1,69,81,70
0,3,0,0,0,70,66,68
0,4,5,0,1,90,80,78
0,2,5,0,1,90,79,75
1,3,5,0,0,63,78,74
1,3,1,0,1,40,51,51
1,0,5,0,1,64,72,66
0,2,0,0,1,90,76,71
0,2,0,0,1,76,74,73
0,1,0,1,1,42,48,33
1,3,3,1,0,45,68,71
0,3,3,0,1,76,65,70
0,2,2,0,0,63,69,68
0,4,0,0,0,84,77,79
1,0,3,1,1,62,75,73
1,2,1,1,0,69,76,82
0,2,2,0,1,77,79,76
0,3,3,0,1,63,65,58
0,2,5,0,0,72,67,67
0,4,1,0,1,75,68,68
1,2,3,0,1,61,66,71
1,0,5,0,1,79,97,85
1,3,5,0,1,53,66,64
0,1,0,0,0,77,68,66
0,0,5,1,1,44,49,43
0,1,5,0,1,44,50,37
1,2,1,0,0,71,84,88
1,1,1,0,0,60,65,67
0,1,2,0,1,49,39,33
1,0,5,0,0,82,95,93
0,4,4,1,1,68,70,62
1,3,2,1,1,58,63,65
1,1,5,0,1,65,68,67
0,2,1,0,1,50,42,35
1,3,1,1,0,73,72,79
0,3,2,1,0,40,50,47
1,2,2,1,0,60,67,74
0,2,1,1,1,57,58,51
0,2,0,1,1,57,60,57
1,1,2,0,1,83,86,89
0,2,4,0,1,68,56,57
0,3,3,0,1,74,76,73
0,1,4,1,1,76,68,70
1,2,2,1,1,38,45,44
1,2,5,0,1,63,64,59
0,4,3,1,1,87,79,72
0,4,5,1,1,81,84,78
1,3,1,0,1,84,90,90
1,4,5,1,0,68,69,71
1,0,2,1,1,57,70,71
1,2,4,0,1,75,82,81
1,2,5,1,1,39,50,41
1,3,2,0,0,54,77,78
0,3,1,0,1,71,73,69
0,0,0,0,1,58,64,55
1,3,1,0,1,61,70,73
1,3,1,0,0,82,85,94
1,3,1,0,0,73,87,83
1,3,2,0,1,52,66,63
0,1,2,1,1,33,47,32
0,3,1,0,0,67,68,69
1,1,2,1,1,61,80,82
1,4,1,0,0,86,89,96
0,3,3,0,0,98,96,100
0,2,0,0,0,72,56,63
0,1,1,1,1,60,59,52
0,2,0,0,1,66,68,62
0,2,2,0,0,86,89,87
1,1,5,0,1,45,52,51
1,2,2,0,1,75,86,84
1,0,1,0,1,51,69,65
1,2,5,0,1,21,30,26
0,3,5,1,1,54,53,47
0,3,5,0,1,83,78,74
0,1,1,1,1,74,79,65
0,2,3,0,1,73,67,73
0,3,2,1,0,69,70,75
1,2,0,0,1,81,93,94
0,4,3,0,0,95,90,89
0,4,0,0,0,97,88,81
1,2,4,0,0,62,68,75
0,2,2,0,1,63,57,59
1,3,5,0,0,50,72,70
1,3,2,0,1,25,33,32
0,3,2,0,1,73,67,64
0,3,1,1,0,57,58,54
0,2,5,0,1,64,62,61
1,4,5,0,1,86,89,87
1,3,1,1,1,62,65,69
0,3,1,0,1,97,94,91
1,0,0,0,1,62,64,63
1,4,2,0,1,91,97,91
0,2,1,1,0,60,57,61
0,4,5,1,1,59,55,46
1,3,1,0,1,75,87,90
1,2,4,0,0,79,87,89
1,2,1,1,0,79,92,97
1,0,5,1,1,34,49,47
0,3,2,1,1,49,49,43
1,1,0,0,0,47,58,56
0,4,1,0,1,78,73,65
0,3,2,1,0,46,53,54
0,2,1,1,1,72,80,75
1,3,1,1,1,45,61,57
1,2,1,1,1,28,32,28
1,3,2,0,1,83,92,93
1,4,0,0,0,86,89,89
1,3,2,1,0,64,75,81
0,1,5,1,1,65,55,51
1,1,0,1,0,69,85,84
1,1,5,0,0,66,62,66
1,4,0,1,1,41,60,55
0,3,4,1,0,67,71,70
0,2,3,1,0,57,65,56
1,2,1,1,0,42,50,61
1,3,5,1,1,75,81,87
1,2,1,0,0,77,90,97
0,1,4,1,1,65,65,62
1,4,2,0,0,87,90,90
1,3,5,1,0,72,76,78
1,4,5,0,1,71,83,79
1,2,0,1,0,60,80,76
1,3,5,1,0,67,75,84
1,2,5,0,1,54,73,64
0,1,3,1,0,48,59,55
0,2,5,0,0,67,63,67
0,1,2,1,0,58,56,53
1,2,5,0,0,80,83,86
1,1,0,0,1,84,100,96
0,2,0,0,0,48,38,46
1,1,0,1,0,55,67,68
1,2,2,0,0,69,84,81
0,2,5,0,1,74,72,62
1,3,2,0,1,62,68,65
0,3,5,0,0,76,75,77
0,1,3,0,1,84,81,72
0,4,5,0,1,93,86,76
0,4,1,0,1,56,44,44
1,1,2,0,1,52,65,60
1,2,0,0,0,81,90,93
0,4,5,0,0,84,79,75
0,3,2,0,1,55,50,47
0,2,5,1,0,54,53,51
0,1,2,1,1,46,41,40
0,3,5,1,1,48,46,50
0,2,2,0,1,79,65,67
1,4,5,1,0,66,66,75
0,0,1,1,0,56,60,63
1,4,1,1,1,60,74,68
1,1,1,0,1,75,91,81
0,0,2,0,0,79,65,65
0,2,5,1,0,41,57,55
1,2,1,1,1,35,40,45
1,0,0,1,1,54,56,58
0,2,2,0,1,67,65,62
1,3,5,0,0,85,98,99
1,4,1,0,1,92,100,99
0,3,1,0,0,99,100,100
1,2,2,1,0,52,59,58
0,2,1,1,1,73,66,68
1,3,2,1,0,62,75,79
0,4,2,0,1,75,71,68
1,1,1,0,1,90,94,93
0,3,5,1,1,54,49,48
0,3,1,0,1,81,74,74
0,2,2,1,1,74,66,64
0,1,1,1,0,68,73,72
0,3,0,0,1,74,74,70
0,2,5,1,1,51,57,44
1,2,2,0,1,68,77,75
0,1,0,0,1,69,59,57
0,4,0,0,0,100,89,86
1,2,0,0,1,53,59,59
0,2,3,1,0,72,70,70
0,1,3,1,1,50,40,38
1,0,5,0,1,61,69,69
0,2,5,0,1,65,69,56
1,3,5,1,1,15,39,40
0,2,2,1,1,64,56,52
0,2,5,0,1,77,70,60
1,3,0,0,0,61,63,70
1,1,5,1,0,49,66,60
0,2,3,0,1,70,49,53
0,0,1,0,1,60,56,57
1,3,0,0,1,84,97,96
0,3,5,1,1,51,56,50
0,2,3,0,1,74,61,68
1,1,3,0,0,64,77,79
1,2,0,0,0,67,74,81
0,2,1,0,1,76,61,62
0,3,2,0,0,70,66,72
1,2,0,0,1,85,92,84
1,3,2,0,1,53,55,57
0,2,5,0,1,84,71,66
0,1,2,0,1,55,49,44
1,2,5,0,1,50,62,63
0,2,2,1,1,79,77,71
0,2,1,0,1,81,77,71
0,3,1,0,0,89,75,80
0,2,1,1,0,59,68,66
0,3,0,0,0,82,79,81
0,3,1,0,1,86,84,82
1,3,0,1,1,41,58,60
1,3,4,0,0,64,67,72
0,0,1,1,0,68,71,64
0,4,5,1,0,74,67,61
1,2,0,1,0,44,44,53
1,2,5,1,0,34,66,59
0,1,2,0,0,45,50,48
1,2,4,0,0,83,86,90
0,2,0,0,1,55,65,57
0,4,5,1,1,61,56,52
1,1,5,0,0,81,89,88
0,1,1,1,1,45,52,45
0,1,5,0,1,71,63,61
0,2,3,0,0,62,67,68
1,4,0,0,0,78,83,76
0,3,0,0,1,76,74,71
1,0,1,0,0,73,68,81
1,2,1,0,1,82,91,85
0,3,0,0,0,69,58,60
0,3,3,1,1,72,71,65
1,1,5,0,0,72,73,72
0,1,1,1,1,57,59,62
0,0,5,0,0,83,71,69
0,2,2,0,1,68,76,72
1,2,2,1,0,62,74,71
0,3,1,0,1,99,97,95
0,1,5,0,0,88,87,85
1,2,5,0,1,56,68,66
1,1,1,0,1,68,70,76
0,2,5,0,0,75,69,67
1,2,0,0,1,45,46,47
0,2,5,1,1,72,68,62
0,4,0,0,0,99,98,93
0,2,0,1,1,76,72,65
1,1,2,1,0,64,72,79
1,1,0,0,1,56,61,65
1,4,0,1,1,74,78,81
0,3,3,0,0,97,91,96
1,1,0,0,1,83,89,88
1,1,3,0,0,55,64,63
1,1,0,0,0,77,90,93
1,3,3,0,1,78,80,79
1,4,2,0,0,89,95,99
0,0,5,0,1,78,72,66
0,2,0,1,1,33,42,41
1,3,1,0,1,66,72,74
0,4,0,0,0,87,87,79
1,1,0,0,1,50,48,52
1,0,5,0,1,79,86,84
0,1,3,1,1,70,70,66
1,1,0,1,0,47,61,64
1,2,5,0,1,80,84,81
0,4,0,0,0,91,76,78
1,3,5,1,0,78,86,88
0,3,0,1,0,56,61,62
0,2,2,0,1,54,56,47
0,0,1,0,0,79,65,69
0,4,1,0,0,93,87,84
0,3,2,0,0,74,78,78
1,4,1,1,1,83,90,95
0,2,5,0,1,90,78,78
1,2,0,1,0,62,78,71
1,3,3,0,1,58,61,59
0,4,0,1,1,73,73,63
0,2,2,0,1,63,59,51
0,3,1,0,0,89,83,81
0,3,0,0,1,75,66,72
0,2,0,1,1,51,54,51
1,2,2,1,0,58,80,76
1,2,3,0,0,92,88,94
1,3,1,1,1,39,65,64
1,1,1,0,1,84,90,89
0,2,0,0,0,71,66,70
1,4,5,0,1,85,86,88
1,1,5,1,1,59,74,68
0,3,3,0,1,71,67,64
0,4,2,0,1,74,60,59
0,3,0,1,1,62,58,56
1,4,1,1,0,83,86,91
0,3,0,0,1,74,63,65
0,1,2,1,0,64,62,55
0,2,0,0,1,79,76,69
1,2,5,1,1,24,48,46
0,4,1,1,0,66,60,64
1,3,2,0,0,69,86,87
0,2,2,0,1,65,58,57
0,4,2,0,1,66,63,60
1,4,5,0,1,54,56,56
0,3,2,0,1,59,48,48
0,2,0,1,1,60,67,61
1,3,0,0,1,68,76,79
1,0,5,0,1,61,69,66
1,4,0,1,1,84,88,82
1,1,4,0,1,62,67,70
1,0,2,0,1,70,75,70
0,1,5,1,0,76,81,72
1,1,1,0,0,81,92,97
0,1,4,1,1,54,60,60
0,3,5,0,1,67,65,59
0,0,2,0,0,56,53,53
0,3,3,1,1,63,59,51
0,2,1,1,1,39,44,36
0,2,4,0,1,93,78,77
1,4,2,1,0,65,72,76
0,0,1,0,1,83,83,70
0,3,1,1,0,75,78,77
0,2,0,1,1,71,74,73
1,2,0,0,1,46,52,48
1,3,3,0,0,60,74,72
0,3,3,0,1,55,35,43
0,2,4,0,0,79,72,74
0,2,1,1,1,62,55,50
1,2,5,0,0,55,72,70
1,1,0,0,1,58,64,56
0,3,1,1,1,82,76,75
1,1,5,1,1,30,47,46
0,2,0,0,1,80,79,74
0,3,0,0,1,98,88,85
1,0,0,0,1,83,91,92
1,1,3,0,1,81,84,86
1,2,5,1,0,54,68,69
1,3,1,0,0,82,95,100
1,4,5,1,1,62,70,64
1,4,5,1,0,70,77,86
1,2,0,0,1,77,85,85
0,2,0,0,1,55,48,46
0,3,5,0,0,78,76,80
0,0,1,1,0,69,77,77
1,1,0,1,0,58,62,64
1,3,5,1,0,39,52,58
0,3,2,0,1,80,80,79
0,1,0,0,1,76,70,67
1,0,5,0,1,52,68,66
0,1,4,0,1,88,78,84
0,2,4,1,1,82,69,76
0,2,0,1,1,62,65,61
1,4,2,0,0,90,96,98
1,0,1,1,1,41,49,51
0,2,0,1,0,59,69,63
1,1,0,0,1,61,69,73
0,2,3,0,1,68,56,57
1,2,1,0,1,60,75,72
1,1,2,1,0,37,48,46
0,4,0,1,1,67,67,62
1,0,1,0,1,73,76,74
0,0,0,1,0,74,75,78
1,2,0,1,0,67,89,89
1,1,0,1,1,37,51,51
1,0,5,0,1,61,73,74
1,2,0,1,0,64,81,87
1,3,0,0,1,74,81,82
0,2,5,1,1,34,37,27
1,3,5,0,1,54,62,62
1,1,0,0,1,65,76,70
0,3,0,0,1,81,86,78
0,4,4,0,0,88,89,87
0,3,2,0,1,82,70,67
1,2,2,0,1,70,75,78
0,2,2,0,0,60,51,55
1,2,4,0,1,70,81,75
1,2,2,0,1,67,72,71
1,4,3,0,0,98,100,99
0,3,2,1,0,35,56,54
1,2,1,0,1,69,82,78
0,3,5,1,0,38,38,41
0,0,5,1,1,70,74,65
1,4,2,1,0,42,59,59
1,0,2,1,1,47,58,54
1,1,3,1,0,49,57,61
0,4,0,0,0,90,93,91
0,3,1,1,1,49,54,50
0,3,4,1,1,83,86,87
0,2,1,1,1,82,86,78
1,2,1,0,1,72,69,70
1,3,1,0,1,67,67,67
0,1,4,0,1,92,89,83
1,2,4,0,1,59,64,64
0,3,3,0,1,64,63,64
1,2,2,0,1,88,90,90
0,3,0,0,1,92,77,84
0,2,1,1,1,82,73,74
1,2,0,0,1,59,72,70
0,2,5,1,1,45,43,47
0,2,5,1,1,56,67,62
0,1,5,0,1,52,48,49
0,3,1,0,1,86,72,76
1,3,0,0,0,81,93,94
1,1,1,1,1,61,64,63
0,1,5,0,1,51,52,46
1,3,3,1,1,69,85,83
0,1,5,0,1,81,71,62
1,3,3,1,1,73,85,83
1,4,3,0,0,92,87,92
0,4,1,0,1,71,63,53
1,2,5,0,1,61,57,55
0,2,1,0,1,80,76,74
0,1,2,1,1,38,38,30
0,1,2,0,0,72,62,62
1,4,0,0,0,96,98,100
1,1,1,0,0,64,66,72
1,1,2,0,1,44,65,59
1,3,0,0,0,81,99,96
0,1,5,0,0,85,75,72
0,4,1,0,1,82,76,71
0,1,1,0,1,72,67,64
1,2,4,1,1,43,57,59
1,1,0,0,1,58,69,63
0,4,0,1,0,72,73,75
0,3,0,0,0,80,67,72
0,3,5,0,1,81,62,61
0,4,2,1,1,66,60,59
0,1,1,0,1,74,65,61
0,3,4,1,0,75,70,76
0,2,0,0,1,68,58,54
0,3,2,1,1,67,63,63
0,1,0,0,1,58,47,45
0,3,0,0,1,79,56,68
0,2,2,0,1,63,63,63
1,1,1,1,1,59,72,72
0,2,3,1,1,47,53,42
0,3,0,1,0,67,78,70
0,0,0,0,0,92,86,88
0,3,1,0,1,44,45,41
0,2,4,1,1,57,54,48
1,3,3,0,0,83,100,100
1,0,4,0,0,68,76,76
0,1,1,0,1,59,52,45
1,1,2,1,1,36,51,49
0,0,0,0,0,56,51,44
1,4,5,1,0,80,94,97
0,2,0,1,0,62,72,67
0,3,2,0,1,90,72,79
0,0,1,0,0,55,62,58
1,2,3,1,0,44,45,52
0,2,5,0,0,72,63,66
1,4,5,0,1,92,94,94
0,1,5,1,0,73,68,71
1,3,5,0,0,75,74,75
0,4,1,0,0,82,78,78
0,2,2,0,1,84,84,74
0,2,4,0,1,81,80,73
0,0,0,0,1,82,68,63
1,2,4,0,0,79,92,87
1,2,5,0,1,31,49,42
0,4,2,0,1,73,62,59
1,4,0,0,1,89,93,98
0,4,3,0,0,100,100,100
1,3,1,1,0,47,58,56
0,4,2,0,1,94,75,75
0,1,1,0,0,79,77,75
0,2,5,1,0,77,80,74
0,3,0,0,1,63,60,53
0,0,5,0,1,56,45,38
1,1,1,1,0,58,67,70
0,2,0,0,0,77,80,85
1,4,0,0,0,82,85,91
1,1,5,1,1,51,69,64
0,4,2,0,1,92,80,78
1,2,5,0,1,87,90,85
0,4,1,0,0,88,78,86
1,2,0,0,1,77,79,78
1,4,0,0,1,62,65,65
0,3,1,0,1,61,56,56
1,2,1,1,1,65,66,66
